L1,L2,Label,TitleLv,TitleEn,DescriptionLv,Domain,ConceptGroup,GradeGroup,TopicRefs,SeeAlso,Notes
18,6,MagicConfiguration,Maģiskās konfigurācijas,Magic configurations,"Skaitļu sakārtojums kvadrātā, trijstūrī, zvaigznē utml. ar nosacījumu, ka rindu/kolonnu/diagonāļu summas ir vienādas. Patiesībā — vienādojumu sistēma uz galīgas struktūras.",Comb,DiscreteStructures,GR_OLY,,DOM_MagicConfigurations,
18,7,LatinSquareSudoku,Latīņu kvadrāts un sudoku,Latin square and Sudoku,"Tabulas aizpildījums tā, ka katrā rindā un kolonnā katrs simbols parādās tieši vienu reizi. Latīņu kvadrāts ir matemātiskais paraugs Sudoku struktūrai.",Comb,DiscreteStructures,GR_OLY,LatinSquares,DOM_MagicConfigurations,
18,8,WordsAndStrings,Vārdi un simbolu virknes,Words and strings,"Galīgas simbolu virknes no dota alfabēta (arī bināras 0/1 virknes). Daudzi uzdevumi par ciparu rindām, burtiem vai gājienu pierakstiem ir jautājumi par vārdiem un to fragmentiem.",Comb,DiscreteStructures,GR_OLY,CountingFromEncoding,DOM_CountingStrings;Tuple,
18,9,TableFilling,Tabulas aizpildīšana,Table filling,"Rūtiņu tabula, kuras šūnās jāieraksta skaitļi vai simboli ar nosacījumiem par rindām, kolonnām vai blakusšūnām. Bieža ""spēles laukuma"" struktūra jaunāko klašu olimpiādēs.",Comb,DiscreteStructures,GR_4_6,ChessPositions,DOM_MagicConfigurations,
18,10,Polyomino,Polimino figūras,Polyominoes,"No vienādām rūtiņām saliktas figūras (domino, tetramino u.c.). Griešanas un pārklāšanas uzdevumu pamatobjekti rūtiņu režģī.",Comb,DiscreteStructures,GR_OLY,SquareGridShapes,Tiling,
19,0,GamesAndProcesses,Spēles un procesi,Games and processes,"Divu spēlētāju spēles un soļu procesi: pozīcijas, stratēģijas, invarianti. Skolas kursā šo struktūru nav, bet olimpiādēs tās sastopamas visos vecumos.",Comb,GamesAndProcesses,,Games,,
19,1,GamePosition,Spēles pozīcija un gājieni,Game position and moves,"Divspēlētāju spēles stāvoklis kopā ar atļautajiem gājieniem. Visa spēle veido orientētu grafu, kura virsotnes ir pozīcijas un bultiņas — gājieni.",Comb,GamesAndProcesses,GR_OLY,GameModelCreation,DOM_CombinatorialGames,
19,2,WinningLosingPositions,Uzvarošas un zaudējošas pozīcijas,Winning and losing positions,Spēles pozīciju klasifikācija: no uzvarošas pozīcijas eksistē gājiens uz zaudējošu pozīciju; no zaudējošas — visi gājieni ved uz uzvarošām.,Comb,GamesAndProcesses,GR_OLY,WinningStrategyCleanProofs,GameTree,
19,3,SymmetryStrategy,Simetrijas stratēģija,Symmetry strategy,"Spēles stratēģija, kurā spēlētājs atbild ar gājienu, kas ir simetrisks pretinieka gājienam (attiecībā pret kādu asi vai centru). Bijekcija starp pretinieka un saviem gājieniem.",Comb,GamesAndProcesses,GR_OLY,GamesSymmetry,MTH_SymmetryWLOG,
19,4,StateSpaceProcess,Stāvokļu telpa procesam ar darbībām,State space of a process,"Visu iespējamo stāvokļu kopa procesam (skaitļi uz tāfeles, papīra gabaliņi, monētu skaits) kopā ar atļautām darbībām, kas viens stāvokli pārvērš par citu.",Comb,GamesAndProcesses,GR_OLY,GameModelAsGraph,DOM_MakingMoves;GraphConcept,
19,5,Invariant,Invariants,Invariant,"Lielums vai īpašība, kas saglabājas, izpildot atļautās darbības. Lieto, lai pierādītu, ka kādu stāvokli sasniegt nav iespējams.",Comb,GamesAndProcesses,GR_OLY,GameInvariant,MTH_InvariantMethod;hint:LookForInvariant,Olimpiādēs no ~5. klases.
19,6,Monovariant,Pusinvariants (monovariants),Monovariant,"Lielums, kas vienmēr tikai pieaug vai tikai samazinās. Lieto, lai pierādītu, ka process noteikti beigsies vai sasniegs noteiktu galastāvokli.",Comb,GamesAndProcesses,GR_OLY,ProvingFinitenessOfSomeProcess,MTH_Monovariant,
19,7,StrategyConcept,Stratēģija,Strategy,"Pilns priekšraksts, kas spēlētājam norāda gājienu katrā iespējamā pozīcijā. ""Uzvar neatkarīgi no pretinieka gājieniem"" nozīmē tieši stratēģijas eksistenci, nevis vienu izdevušos partiju.",Comb,GamesAndProcesses,GR_OLY,WinningStrategyCleanProofs,DetermineWinner,
19,8,GameTree,Spēles koks,Game tree,"Visu iespējamo partiju attēlojums kokā: virsotnes ir pozīcijas, zari — gājieni. Ļauj uzvarošās pozīcijas noteikt, ejot no beigu pozīcijām atpakaļ.",Comb,GamesAndProcesses,GR_OLY,GameModelAsGraph,DecisionTree,
20,0,AlgorithmsAndInformation,Algoritmi un informācija,Algorithms and information,"Procedūru un informācijas ieguves struktūras: kārtošana, svēršana, jautājumu spēles, kodēšana, soļu skaita novērtējumi.",Comb,AlgorithmsAndInformation,,CombinatorialAlgorithms,,
20,1,AlgorithmConcept,Algoritms,Algorithm,"Precīzs soļu priekšraksts, kas garantēti sasniedz mērķi. Uzdevumos ""apraksti, kā vienmēr var ..."" atbilde ir algoritms kopā ar pamatojumu, ka tas strādā visos gadījumos.",Comb,AlgorithmsAndInformation,GR_OLY,CombinatorialAlgorithms,DOM_CombinatorialAlgorithms;MTH_Algorithms;Algorithm,
20,2,SortingAndComparisons,Kārtošana un salīdzināšana,Sorting and comparisons,"Objektu sakārtošana, izmantojot tikai pāru salīdzinājumus (svēršanas, spēles, jautājumus). Galvenais jautājums — cik salīdzinājumu pietiek un cik noteikti vajag.",Comb,AlgorithmsAndInformation,GR_OLY,RangingTournaments,TotalOrder,
20,3,WeighingInformation,Svēršana kā informācijas ieguve,Weighings as information,"Katra svēršana ar sviru svariem dod vienu no trim iznākumiem, tāpēc $k$ svēršanas atšķir ne vairāk kā $3^k$ situācijas. Svēršanas uzdevumu dziļākā struktūra ir informācijas daudzums, nevis svari.",Comb,AlgorithmsAndInformation,GR_OLY,SearchProblems,DOM_Weighings,Olimpiādēs no ~4. klases.
20,4,QuestionGames,Informācijas ieguve ar jautājumiem,Information from questions,"Nezināmā noteikšana ar jā/nē vai citiem jautājumiem; katrs jautājums sašķeļ iespēju kopu. Uzdevumi ""uzmini skaitli ar $k$ jautājumiem"" ir šīs struktūras tiešā forma.",Comb,AlgorithmsAndInformation,GR_OLY,SearchProblems;InformationPropagation,SortingAndComparisons,
20,5,EncodingConcept,Kodēšana,Encoding,Objektu savstarpēji viennozīmīga aizstāšana ar simbolu virknēm vai skaitļiem. Laba kodēšana pārvērš sarežģītu konfigurāciju skaitīšanu par vienkāršu virkņu skaitīšanu.,Comb,AlgorithmsAndInformation,GR_OLY,InformationEncoding;CountingFromEncoding,MTH_InterpretationWithCoding,
20,6,HalvingBinarySearch,Dalīšana uz pusēm (binārā meklēšana),Halving and binary search,"Meklējamā apgabala samazināšana uz pusi ar katru soli — pēc $k$ soļiem paliek $\frac{1}{2^k}$ daļa. Struktūra, kas dod logaritmiskus soļu skaitus meklēšanas uzdevumos.",Comb,AlgorithmsAndInformation,GR_OLY,SearchProblems,MTH_DivideAndConquerAlgorithms,
20,7,StepCountEstimate,Algoritma soļu skaita novērtējums,Estimating the number of steps,"Divpusējs jautājums: ar cik soļiem noteikti pietiek (algoritma konstrukcija) un cik soļu noteikti vajag (apakšējais novērtējums). ""Mazākais svēršanu/jautājumu skaits"" uzdevumu skelets.",Comb,AlgorithmsAndInformation,GR_ADV,AlgorithmLooping,MTH_AlgorithmLowerBounds;UpperLowerBound,
21,0,LogicalStructures,Loģiskās struktūras,Logical structures,"Apgalvojumu un pierādījumu formas: eksistence un vispārīgums, pretpiemērs, pierādījums no pretējā, indukcija, patiesības vērtības.",Comb,LogicalStructures,,LogicProblems,,
21,1,ExistenceVsUniversal,Eksistence pretstatā vispārīgam apgalvojumam,Existence vs universal statement,"Atšķirība starp ""eksistē tāds, ka..."" (jāatrod piemērs vai jāpierāda eksistence) un ""katrs/visi/vienmēr"" (jāpierāda vispārīgi vai jāatrod pretpiemērs).",Alg,LogicalStructures,GR_4_6,,ProveExistence;ProveUniversal,
21,2,NecessarySufficient,Nepieciešami un pietiekami nosacījumi,Necessary and sufficient conditions,"Apgalvojumi formā ""$A$ tad un tikai tad, ja $B$"" prasa pierādīt abus virzienus: $A \Rightarrow B$ un $B \Rightarrow A$.",Alg,LogicalStructures,GR_7_9,,,
21,3,OptimumProofStructure,Optimuma uzdevuma struktūra,Optimum problem structure,"Uzdevumi ""kāds ir lielākais/mazākais..."" prasa divas daļas: piemēru, kas sasniedz vērtību, un pierādījumu, ka labāk nav iespējams.",Alg,LogicalStructures,GR_OLY,AlgebraProblemsWithExtremes,FindOptimal;hint:ExampleAndBound;UpperLowerBound,
21,4,ProofByContradiction,Pierādījums no pretējā,Proof by contradiction,"Pieņem, ka apgalvojums nav patiess, un iegūst pretrunu. Klasiska olimpiāžu pierādījumu shēma neeksistences uzdevumos.",Alg,LogicalStructures,GR_7_9,,MTH_ContradictionMethod;hint:AssumeContrary,
21,5,Counterexample,Pretpiemērs,Counterexample,"Konkrēts piemērs, kas atspēko vispārīgu apgalvojumu. Pietiek viens — lai pierādītu, ka ""ne katram"" vai ""ne vienmēr"".",Alg,LogicalStructures,GR_4_6,,ProveDisprove;hint:TryToDisprove,
21,6,MathematicalInduction,Matemātiskā indukcija,Mathematical induction,"Pierādījuma metode apgalvojumiem, kas atkarīgi no naturāla parametra $n$: pierāda bāzi un soli no $n$ uz $n+1$. Pamatskolā parasti neformālā variantā — ""induktīvi spriedumi"".",Alg,LogicalStructures,GR_10_12,,MTH_MathematicalInduction,Pēc olimpiāžu programmas jāapgūst 3. posma olimpiādei no 10. klases.
21,7,CaseAnalysis,Gadījumu analīze (case-bashing),Case analysis,"Sistemātiska visu iespējamo pieņēmumu šķirošana, no katra atvasinot sekas, līdz nederīgie tiek izslēgti ar pretrunām. Atšķiras no pilnās pārlases ar to, ka katrs ""gadījums"" ir loģisks pieņēmums, ne objekts.",Comb,LogicalStructures,GR_4_6,CaseAnalysis,hint:CaseAnalysis;MTH_ExhaustiveAlgorithms,
21,8,TruthTellersAndLiars,Patiesības teicēji un meļi,Truth-tellers and liars,"Uzdevumi, kuros viena objektu klase vienmēr saka patiesību, bet otra vienmēr melo (bizbizmārītes, salu iedzīvotāji, draugi/ienaidnieki). Risinājums prasa konsistentu patiesības vērtību piešķīrumu visiem izteikumiem.",Comb,LogicalStructures,GR_OLY,TrueAndFalseStatements,DOM_Logic,Olimpiādēs no ~4. klases.
21,9,ConsistencyCheck,Konsistences pārbaude,Consistency check,"Pārbaude, vai dotie pieņēmumi nerada pretrunu. ""Patiesības tabulas"", uzdevumi par melotājiem un patiesības teicējiem. Arī apgalvojumi par citiem apgalvojumiem formā ""X teica patiesību"" vai ""tieši k no šiem apgalvojumiem ir patiesi"". ",Comb,LogicalStructures,GR_OLY,TrueAndFalseStatements;ProblemsWithHiddenInformation,TruthTellersAndLiars,
21,10,StatementTruth,Izteikums un tā patiesums,Statement and truth value,"Izteikums ir teikums, kas ir vai nu patiess, vai aplams. Uzdevuma lasīšanā jāatšķir izteikumi no jautājumiem un jāsaprot, kuru izteikumu patiesums ir dots un kuru — jānoskaidro.",Alg,LogicalStructures,GR_4_6,TrueAndFalseStatements,DOM_Logic,
21,11,LogicalConnectives,Loģiskie saikļi un noliegums,Logical connectives and negation,"Saikļu ""un"", ""vai"", ""ja–tad"" un nolieguma precīzā jēga; īpaši — ka vispārīga apgalvojuma noliegums ir viena pretpiemēra eksistence. Bez tā uzdevuma prasība bieži tiek pārprasta.",Alg,LogicalStructures,GR_7_9,,ExistenceVsUniversal,
21,12,WLOGConcept,Nezaudējot vispārīgumu (WLOG),Without loss of generality,"Ja situācija ir simetriska, drīkst izvēlēties vienu no līdzvērtīgajiem gadījumiem (piem., pieņemt $a \le b \le c$). Jēdziens, kas leģitimizē ""pieņemsim, ka"" soļus pierādījumos.",Alg,LogicalStructures,GR_OLY,,MTH_SymmetryWLOG,
22,0,DataAndProbability,Dati un varbūtība,Data and probability,"Datu raksturlielumi un diskrētā varbūtība. Latvijas olimpiādēs statistiku un varbūtību plānveidīgi neiekļauj, bet jēdzieni noder konkursos un starptautiskās sacensībās.",Comb,DataAndProbability,,DiscreteProbability,,
22,1,DataStatistics,Datu kopa un raksturlielumi,Data set and summary statistics,"Datu kopa $\{x_1, \ldots, x_n\}$ un tās raksturlielumi: aritmētiskais vidējais, mediāna, moda, amplitūda. Funkcijas no datu kopas uz reālu skaitli.",Alg,DataAndProbability,GR_7_9,,,LV olimpiādēs statistiku neiekļauj.
22,2,ArithmeticMean,Aritmētiskais vidējais,Arithmetic mean,"$(x_1 + \ldots + x_n)/n$. Bieži parādās arī tīros olimpiāžu uzdevumos kā ""ja vidējais ir tāds, tad…"" struktūra.",Alg,DataAndProbability,GR_4_6,SequencesAndMeanValues,MeanValues;MTH_MeanValuePrinciple,
22,3,SampleSpace,Notikumu telpa un elementārnotikums,Sample space and elementary event,Galīga visu iespējamo iznākumu kopa $\Omega$. Notikums — $\Omega$ apakškopa.,Comb,DataAndProbability,GR_7_9,CombiningEvents,DOM_DiscreteProbability,
22,4,Probability,Notikuma varbūtība,Probability of an event,"Klasiskajā gadījumā $P(A) = |A|/|\Omega|$ — labvēlīgo iznākumu attiecība pret visu iznākumu skaitu. Funkcija no notikumiem uz $[0,1]$.",Comb,DataAndProbability,GR_7_9,CombiningEvents,DOM_DiscreteProbability,LV olimpiādēs reti; sastopama konkursos un starptautiskās sacensībās.
22,5,ExpectedValue,Sagaidāmā vērtība,Expected value,"Gadījuma lieluma vidējā vērtība, sverot iznākumus ar to varbūtībām; vidējo vērtību var summēt pat atkarīgiem lielumiem. Varbūtiskās metodes pamatjēdziens eksistences pierādījumos.",Comb,DataAndProbability,GR_ADV,DiscreteRandomVariablesMoments,MTH_ProbabilisticInterpretation,
23,0,GeometryBasics,Ģeometrijas pamatobjekti,Basic geometric objects,"Punkti, taisnes, leņķi, daudzstūri — objekti, kurus uzdevuma formulējums nosauc tieši.",Geom,GeometryBasics,,AngleProperties,,
23,1,PointLineSegmentRay,"Punkts, taisne, stars, nogrieznis","Point, line, segment, ray","Plaknes ģeometrijas pamatobjekti, no kuriem konstruē visas figūras.",Geom,GeometryBasics,GR_4_6,,,
23,2,Angle,Leņķis un tā lielums,Angle,"Divu staru ar kopīgu sākumpunktu izveidots objekts. Mēra grādos. Veidi: šaurs, taisns, plats, izstiepts.",Geom,GeometryBasics,GR_4_6,AngleProperties;AngleSums,,
23,3,ParallelPerpendicular,Paralēlas un perpendikulāras taisnes,Parallel and perpendicular lines,"Divas taisnes, kas plaknē nekrustojas (paralēlas) vai krustojas taisnā leņķī (perpendikulāras). Pamats daudziem leņķu uzdevumiem.",Geom,GeometryBasics,GR_4_6,AnglesParallelLines,DOM_AnglesParallelsSimilarity,
23,4,Polygon,Daudzstūris,Polygon,Slēgta lauzta līnija plaknē kā virsotņu sakārtota virkne. Veidi pēc malu skaita un izliektības/ieliektības.,Geom,GeometryBasics,GR_4_6,Polygons;PolygonAnglesSum,DOM_Polygons,
23,5,Triangle,Trijstūris,Triangle,"Daudzstūris ar trim virsotnēm un malām. Klasifikācijas: pēc malām (vienādmalu, vienādsānu, dažādmalu), pēc leņķiem (šaurleņķu, taisnleņķu, platleņķu).",Geom,GeometryBasics,GR_4_6,Triangle,DOM_Triangles,
23,6,BrokenLine,Lauzta līnija,Broken line (polyline),"Secīgi savienotu nogriežņu virkne. Maršrutu, žogu un ""gājienu pa plakni"" uzdevumos ceļš dabiski lasāms kā lauzta līnija ar garumu — posmu summu.",Geom,GeometryBasics,GR_4_6,LengthOfPolygonalChain;PolygonalChainVerticesSegments,,
23,7,ConvexFigure,Izliekta figūra,Convex figure,"Figūra, kas satur katru nogriezni starp jebkuriem diviem saviem punktiem. Izliektības pieminēšana formulējumā parasti ir būtisks, aktīvi izmantojams nosacījums.",Geom,GeometryBasics,GR_7_9,ConvexPolygons,ConvexHull,
24,0,GeometryShapes,"Trijstūri, četrstūri, daudzstūri","Triangles, quadrilaterals, polygons","Plaknes figūru saimes un to pamatīpašības: vienādība, līdzība, speciālās līnijas, Pitagora teorēma.",Geom,GeometryShapes,,Triangle;Quadrilaterals;Polygons,,
24,1,TriangleInequality,Trijstūra nevienādība,Triangle inequality,Trijstūra jebkuras malas garums ir mazāks par abu pārējo malu garumu summu. Pamats trijstūra eksistences nosacījumiem.,Geom,GeometryShapes,GR_7_9,TriangleInequality,BrokenLine,
24,2,TriangleAngleSum,Trijstūra leņķu summa,Sum of angles in a triangle,Trijstūra iekšējo leņķu summa ir $180°$. Vispārīgi $n$-stūrim — $(n-2) \cdot 180°$.,Geom,GeometryShapes,GR_7_9,TriangleInternalAngles,,Pēc olimpiāžu programmas jāzina jau 7. klases 2. posma olimpiādē.
24,3,TriangleSpecialLines,"Trijstūra mediānas, bisektrises, augstumi","Triangle medians, bisectors, altitudes","Trijstūra īpašās līnijas: mediāna (no virsotnes uz pretējās malas viduspunktu), bisektrise (dala leņķi uz pusēm), augstums (perpendikuls uz pretējo malu).",Geom,GeometryShapes,GR_7_9,TriangleMedian;TriangleAngleBisector;TriangleAltitude,,
24,4,TriangleCongruence,Trijstūru vienādības pazīmes,Triangle congruence criteria,"Pazīmes (mmm, mlm, lml, lmL u.c.), pēc kurām var konstatēt, ka divi trijstūri ir vienādi. Daudzu pierādījumu uzdevumu pamats.",Geom,GeometryShapes,GR_7_9,TriangleCongruence,,
24,5,TriangleSimilarity,Trijstūru līdzības pazīmes,Triangle similarity criteria,"Pazīmes (ll, mml, mmm proporcionalitātē), pēc kurām var konstatēt, ka divi trijstūri ir līdzīgi (vienāda forma, atšķirīgs mērogs).",Geom,GeometryShapes,GR_7_9,TriangleSimilarity,HomothetyAndScaling,
24,6,QuadrilateralFamilies,Četrstūru ģimenes,Quadrilateral families,"Hierarhija: paralelograms, taisnstūris, rombs, kvadrāts, trapece. Veido daļēju sakārtojumu pēc papildīpašībām.",Geom,GeometryShapes,GR_7_9,Quadrilaterals,DOM_Quadrilaterals,
24,7,ParallelogramProperties,Paralelograma īpašības,Parallelogram properties,Pretējās malas paralēlas un vienādas; pretējie leņķi vienādi; diagonāles krustojoties dalās uz pusēm.,Geom,GeometryShapes,GR_7_9,Parallelograms,,
24,8,PythagoreanTheorem,Pitagora teorēma,Pythagorean theorem,"Taisnleņķa trijstūrī $a^2 + b^2 = c^2$, kur $c$ — hipotenūza. Vienlaikus arī trijstūru kopas struktūra (Pitagora trijnieki — naturālu skaitļu trijnieki, kas šim apmierina).",Geom,GeometryShapes,GR_7_9,PythagorasTheorem,PythagoreanTriples,
24,9,SpecialTriangles,Speciālie trijstūri,Special triangles,"Vienādsānu, vienādmalu un taisnleņķa trijstūri ar to raksturīgajām simetrijām un leņķiem. Vārds ""vienādsānu"" formulējumā vienmēr ir aktīvs nosacījums (vienādi leņķi pie pamata, simetrijas ass).",Geom,GeometryShapes,GR_4_6,TrianglesSpecial;TrianglesIsosceles,Triangle,
24,10,RegularPolygon,Regulārs daudzstūris,Regular polygon,Daudzstūris ar vienādām malām un leņķiem; tam ir bagāta pagriezienu un asu simetrija un apvilkta riņķa līnija. Simetrijas struktūra bieži ir risinājuma pamats.,Geom,GeometryShapes,GR_7_9,PolygonRegular,Rotation,
25,0,CirclesAndAngles,Riņķa līnija un ar to saistītie leņķi,Circles and related angles,"Riņķa līnijas struktūras: hordas, pieskares, loki, ievilktie leņķi, ievilkti četrstūri. Lielā daļā LV standarta apgūstams vidusskolā (olimpiādēm — jau 10. klases sākumā).",Geom,CirclesAndAngles,,Circle,,
25,1,CircleAndDisk,Riņķa līnija un riņķis,Circle and disk,"Riņķa līnija — visu plaknes punktu kopa, kas atrodas vienādā attālumā (rādiusā) no centra. Riņķis — riņķa līnija ar iekšpusi.",Geom,CirclesAndAngles,GR_4_6,Circle;CircleMetric,DOM_CirclesAndRelatedAngles,
25,2,ChordTangentSecant,"Hordas, pieskares, sekantes","Chords, tangents, secants","Riņķa līnijas elementi: horda — nogrieznis, kura gali ir uz riņķa līnijas; pieskare — taisne, kas pieskaras vienā punktā; sekante — taisne, kas krusto līniju divos punktos.",Geom,CirclesAndAngles,GR_10_12,CircleAnglesTangents;TwoTangentsFromSinglePoint,,
25,3,InscribedCentralAngle,Ievilktais un centra leņķis,Inscribed and central angle,"Centra leņķis — leņķis ar virsotni riņķa centrā; ievilktais leņķis — ar virsotni uz riņķa līnijas. Ievilktais leņķis ir puse no centra leņķa, kas balstās uz to pašu loku.",Geom,CirclesAndAngles,GR_10_12,CircleInscribedAngles;InscribedAngle,ArcOfCircle,Pēc olimpiāžu programmas papildus apgūstams jau 10. klases 2. posma olimpiādei.
25,4,ArcOfCircle,Riņķa līnijas loks,Arc of a circle,"Riņķa līnijas daļa starp diviem punktiem un tās leņķiskais mērs. Loks ir ""valūta"", kurā ērti izteikt ar riņķa līniju saistītos leņķus.",Geom,CirclesAndAngles,GR_7_9,ExpressingArcChordByAngle,InscribedCentralAngle,
25,5,CyclicQuadrilateral,Ievilkts četrstūris,Cyclic quadrilateral,"Četrstūris, kura visas virsotnes atrodas uz vienas riņķa līnijas; pretējo leņķu summa ir $180°$. ""Četri punkti uz vienas riņķa līnijas"" ir viena no biežākajām apslēptajām struktūrām ģeometrijas uzdevumos.",Geom,CirclesAndAngles,GR_OLY,CyclicTangentialQuadrilaterals;FourPointsOnCircle,InscribedCentralAngle,
25,6,IncircleCircumcircle,Ievilkta un apvilkta riņķa līnija,Incircle and circumcircle,"Riņķa līnija, kas pieskaras visām figūras malām (ievilkta), vai iet caur visām virsotnēm (apvilkta); to centri ir bisektrišu un vidusperpendikulu krustpunkti.",Geom,CirclesAndAngles,GR_OLY,TriangleIncircleCircumcircle;InscribedCircumscribedPolygons,TriangleSpecialLines,
25,7,TangentCircles,Pieskarošās riņķa līnijas,Tangent circles,"Divas riņķa līnijas ar tieši vienu kopīgu punktu; pieskaršanās punkts atrodas uz centru līnijas. Šī koliniaritāte ir standarta ""atslēga"" uzdevumos ar vairākām riņķa līnijām.",Geom,CirclesAndAngles,GR_OLY,TangentCircles,ChordTangentSecant,
25,8,PowerOfPoint,Punkta pakāpe,Power of a point,"Reizinājums $PA \cdot PB$ nogriežņiem no punkta līdz riņķa līnijai nav atkarīgs no sekantes izvēles. Vieno hordu, sekantu un pieskaru sakarības vienā invariantā.",Geom,CirclesAndAngles,GR_ADV,IntersectingChordsTheorem;RadicalAxis,ChordTangentSecant,
26,0,MeasurementAndMetric,"Mēri: garums, laukums, tilpums","Measures: length, area, volume","Figūru kvantitatīvie raksturlielumi un to pamatīpašības (aditivitāte, salīdzināšana).",Geom,MeasurementAndMetric,,Area;MetricComputations,,
26,1,LengthDistance,Garums un attālums,Length and distance,Nogriežņa garums un attālums starp objektiem; īsākais ceļš starp diviem punktiem ir taisnes nogrieznis. Attāluma jēdziens ir arī daudzu nevienādību ģeometriskais pamats.,Geom,MeasurementAndMetric,GR_4_6,,DOM_MetricRelations,
26,2,PerimeterConcept,Perimetrs,Perimeter,"Figūras kontūras kopgarums. Uzdevumos bieži izmantojama perimetra ""pārdale"" — figūru saliekot vai sagriežot, malu summas mainās paredzamā veidā.",Geom,MeasurementAndMetric,GR_4_6,PolygonPerimeter;TrianglePerimeter,LengthDistance,
26,3,AreaConcept,Laukums,Area,"Figūras plaknes mērs ar galveno īpašību — aditivitāti: sagriežot figūru daļās, laukumu summa saglabājas. Laukums bieži noder arī kā palīglielums (invariants vai divkāršās skaitīšanas objekts) uzdevumos, kur par to tieši nejautā.",Geom,MeasurementAndMetric,GR_4_6,ComputingArea;UsingAreaInSolution,DOM_Area,
26,4,VolumeConcept,Tilpums,Volume,Telpiska ķermeņa mērs; tāpat kā laukums — aditīvs. Rūtiņu/kubiņu skaitīšanas uzdevumos tilpums ir vienību kubu skaits.,Geom,MeasurementAndMetric,GR_4_6,SolidGeometry,BasicSolids,
27,0,Transformations,Ģeometriskie pārveidojumi,Geometric transformations,"Plaknes pārveidojumi, kas saglabā figūru formu: simetrijas, pagriezieni, pārnese, homotētija, inversija.",Geom,Transformations,,GeometricTransformations,,
27,1,PlaneTransformation,Plaknes pārveidojumi,Plane transformations,"Bijekcijas plaknē uz sevi: paralēla pārvietošana, simetrijas, pagrieziens, līdzība. Izomorfisms starp ģeometriju un funkcijām.",Geom,Transformations,GR_7_9,GeometricTransformations,DOM_GeometricTransforms,
27,2,AxialSymmetry,Aksiāla simetrija (atspulgs pret taisni),Axial (line) symmetry,"Plaknes pārveidojums, kurā katrs punkts tiek aizstāts ar tā spoguļattēlu attiecībā pret fiksētu taisni — simetrijas asi.",Geom,Transformations,GR_4_6,AxisSymmetry,,
27,3,CentralSymmetry,Centrāla simetrija (atspulgs pret punktu),Central (point) symmetry,"Plaknes pārveidojums, kurā katrs punkts tiek aizstāts ar simetrisko attiecībā pret fiksētu punktu — simetrijas centru. Ekvivalents pagriezienam par $180°$.",Geom,Transformations,GR_4_6,CentralSymmetry,,
27,4,Rotation,Pagrieziens,Rotation,"Plaknes pārveidojums, kurā visi punkti tiek pagriezti ap fiksētu punktu (pagrieziena centru) par fiksētu leņķi.",Geom,Transformations,GR_7_9,Rotation,RegularPolygon,
27,5,Translation,Paralēla pārvietošana,Translation,"Plaknes pārveidojums, kurā visi punkti tiek pārvietoti par vienu un to pašu vektoru.",Geom,Transformations,GR_7_9,ParallelTranslations,Vector,
27,6,HomothetyAndScaling,Homotētija un mēroga maiņa,Homothety and scaling,"Plaknes pārveidojums, kurā katrs punkts tiek pārvietots tālāk vai tuvāk fiksētam centram ar fiksētu koeficientu. Saistīts ar līdzīgumu.",Geom,Transformations,GR_10_12,HomothetyAndDilation,TriangleSimilarity,
27,7,Inversion,Inversija,Inversion,"Pārveidojums, kas punktus attēlo pēc likuma $OP \cdot OP' = r^2$; riņķa līnijas un taisnes pāriet cita citā. Augsta līmeņa rīks uzdevumiem ar daudzām riņķa līnijām.",Geom,Transformations,GR_ADV,Inversion,,
28,0,CoordinatesAndVectors,Koordinātas un vektori,Coordinates and vectors,"Objektu aprakstīšana ar skaitļiem: skaitļu taisne, koordinātu plakne, rūtiņu režģis, vektori.",Geom,CoordinatesAndVectors,,MetricComputations;Vectors,,
28,1,NumberLineCoordinate,Skaitļu taisne,Number line,"Skaitļu attēlošana uz taisnes: katram punktam koordināta, attālums starp punktiem — starpības modulis. Vienkāršākā ""ģeometrizācijas"" struktūra skaitļu uzdevumiem.",Alg,CoordinatesAndVectors,GR_4_6,,PositiveAndNegative,
28,2,CoordinatePlane,Koordinātu plakne,Coordinate plane,"Plakne $\mathbb{R}^2$ ar diviem koordinātu asīm. Punkts kā sakārtots pāris $(x, y)$. Vieta, kur ģeometrija un algebra savijas.",Geom,CoordinatesAndVectors,GR_7_9,CoordinateMethod,MTH_CoordinateMethod,
28,3,LatticeGrid,Rūtiņu režģis $\mathbb{Z}^2$,Integer lattice grid,"Diskrēta plaknes apakškopa — punkti ar veseliem koordinātām. Pamats rūtiņu lapas uzdevumiem ar krāsojumiem, ceļiem un pārklājumiem.",Comb,CoordinatesAndVectors,GR_4_6,SquareGrid;IntegerLattices,DOM_IntegerLattices,
28,4,Vector,Vektors,Vector,"Virziena un garuma pāris; vektorus saskaita ""ķēdē"", un noslēgtas lauztas līnijas vektoru summa ir nulle. Ļauj ģeometriskas sakarības pārrakstīt algebriski.",Geom,CoordinatesAndVectors,GR_10_12,Vectors;VectorSums,DOM_Vectors;Translation,
29,0,CombinatorialGeometry,Kombinatoriskā ģeometrija,Combinatorial geometry,"Ģeometrisku objektu sistēmas un to kombinatoriskās īpašības: punktu konfigurācijas, pārklājumi, režģa punkti. Skolas kursā nav; olimpiādēs regulāri.",Geom,CombinatorialGeometry,,SystemsGeometricObjects;CuttingCoversColoring,,
